,region,value
2609,98683,2
2611,89012,2
2612,89104,2
2615,84095,2
2620,28306,0
2621,64137,1
2623,19104,0
2624,95678,2
2626,98195,2
2629,95070,2
2637,08812,0
2647,78749,1
2648,33143,0
2650,90755,2
2654,08550,0
2655,94124,2
2656,91504,2
2659,60626,1
2660,32821,0
2662,33162,0
2667,27617,0
2669,08403,0
2671,06484,0
2673,21001,0
2677,10701,0
2678,92129,2
2679,93036,2
2680,96349,2
2683,76107,1
2684,31210,0
2685,02148,0
2687,43068,0
2689,90007,2
2690,28112,0
2691,01748,0
2692,86004,2
2693,80221,2
2698,89178,2
2699,10552,0
2701,20784,0
2702,10970,0
2704,33161,0
2706,77061,1
2707,08859,0
2708,01002,0
2710,74354,1
2712,92392,2
2713,11412,0
2714,30342,0
2715,33155,0
2716,11232,0
2720,52172,1
2723,32806,0
2725,75235,1
2727,93433,2
2729,19150,0
2730,40475,0
2731,08203,0
2732,28586,0
2733,06878,0
2734,33602,0
2735,59457,1
2736,92882,2
2738,11217,0
2739,13669,0
2740,37620,0
2745,85353,2
2747,10030,0
2749,11967,0
2750,21060,0
2752,13905,0
2753,23031,0
2756,44460,0
2760,58102,1
2763,80104,2
2764,34471,0
2766,11040,0
2768,78232,1
2769,29681,0
2771,75104,1
2772,33137,0
2775,70058,1
2776,43026,0
2779,23219,0
2780,02343,0
2781,90006,2
2782,64119,1
2783,60540,1
2784,03103,0
2785,01776,0
2786,33018,0
2787,89103,2
2788,07003,0
2789,18947,0
2793,33467,0
2795,37043,0
2797,43210,0
2799,70122,1
2800,33410,0
2801,57538,1
2805,33441,0
2806,78745,1
2807,39560,0
2808,85282,2
2809,90403,2
2811,22079,0
2813,10022,0
2816,10530,0
2819,48215,0
2821,44022,0
2822,85048,2
2823,20785,0
2825,02122,0
2826,27409,0
2830,34142,0
2831,89147,2
2833,39120,0
2834,07201,0
2835,49008,0
2836,63130,1
2839,32701,0
2840,10467,0
2842,07306,0
2845,92706,2
2847,98144,2
2849,07111,0
2851,10003,0
2852,28277,0
2853,08043,0
2855,60025,1
2856,19096,0
2857,53214,1
2859,02652,0
2860,62234,1
2863,19125,0
2865,33619,0
2866,38941,0
2867,27603,0
2869,96814,2
2871,01841,0
2872,08225,0
2874,36106,0
2876,30134,0
2877,94109,2
2884,15237,0
2886,98121,2
2888,37409,0
2889,60045,1
2890,30292,0
2891,14051,0
2892,92653,2
2893,91744,2
2899,23111,0
2901,72076,1
2902,92227,2
2904,93711,2
2907,42071,0
2909,78237,1
2910,61606,1
2911,32583,0
2912,46237,0
2916,39654,0
2918,95120,2
2919,27591,0
2920,40517,0
2921,55904,1
2922,93552,2
2924,18966,0
2925,68528,1
2926,93630,2
2927,48314,0
2928,95119,2
2931,94611,2
2934,77007,1
2937,62704,1
2938,93960,2
2939,11550,0
2942,60189,1
2943,33129,0
2944,48127,0
2946,60089,1
2949,27435,0
2953,03444,0
2954,63366,1
2956,80526,2
2957,98105,2
2958,02210,0
2966,92108,2
2968,63031,1
2969,11733,0
2970,10458,0
2971,46260,0
2974,91411,2
2977,17111,0
2979,14150,0
2980,92887,2
2982,07652,0
2984,85339,2
2985,85085,2
2988,27407,0
2989,21117,0
2990,75040,1
2992,68508,1
2995,02760,0
3001,33635,0
3002,94566,2
3003,30096,0
3005,30809,0
3011,78754,1
3013,30332,0
3014,78703,1
3015,15209,0
3016,20816,0
3017,44060,0
3020,90024,2
3023,90254,2
3026,20011,0
3030,19703,0
3035,10468,0
3039,33182,0
3042,92075,2
3046,76039,1
3051,27526,0
3054,60661,1
3056,97838,2
3061,54911,1
3063,85298,2
3065,33167,0
3068,85338,2
3071,34758,0
3077,33916,0
3078,94520,2
3079,95608,2
3080,92284,2
3082,77045,1
3084,64152,1
3085,80126,2
3087,48374,0
3091,05650,0
3095,85035,2
3097,92886,2
3099,22202,0
3100,10301,0
3101,23505,0
3103,55447,1
3104,33647,0
3105,30328,0
3107,55414,1
3108,73052,1
3111,07724,0
3115,03801,0
3116,37127,0
3117,15143,0
3120,34224,0
3123,30175,0
3127,90650,2
3128,48081,0
3129,30291,0
3133,30606,0
3136,50265,1
3138,68803,1
3139,46383,0
3142,75090,1
3147,96762,2
3148,34983,0
3150,36801,0
3151,90621,2
3155,23602,0
3158,50613,1
3159,30213,0
3161,12084,0
3162,78006,1
3164,60601,1
3168,76247,1
3169,60410,1
3171,80634,2
3172,60419,1
3173,98373,2
3174,62025,1
3176,92102,2
3177,96744,2
3178,90660,2
3179,94102,2
3180,19003,0
3181,34786,0
3183,10303,0
3184,37138,0
3186,29680,0
3187,01451,0
3188,99337,2
3189,91356,2
3190,85281,2
3192,12590,0
3193,78259,1
3194,76008,1
3197,34472,0
3198,94063,2
3200,45227,0
3201,01020,0
3202,80112,2
3203,53562,1
3205,92677,2
3206,33165,0
3208,89512,2
3210,91344,2
3211,08822,0
3212,88030,2
3213,07733,0
3214,78758,1
3219,31204,0
3220,11552,0
3221,27530,0
3222,34698,0
3223,33607,0
3224,94709,2
3225,76063,1
3226,97124,2
3230,20782,0
3231,33613,0
3232,79907,1
3233,11375,0
3234,48092,0
3235,90804,2
3237,71111,1
3238,29611,0
3239,90069,2
3241,99801,2
3243,95961,2
3246,85142,2
3247,95116,2
3248,79015,1
3249,66027,1
3250,11219,0
3251,19082,0
3252,46545,0
3253,49508,0
3255,67212,1
3257,71220,1
3258,98045,2
3259,78660,1
3262,33125,0
3263,75071,1
3266,28227,0
3268,90240,2
3269,30360,0
3272,98258,2
3273,76108,1
3274,39327,0
3276,90720,2
3278,22660,0
3279,83276,2
3280,91001,2
3281,33606,0
3283,27609,0
3285,94533,2
3286,94945,2
3287,48122,0
3288,75901,1
3290,55116,1
3292,60014,1
3295,02563,0
3296,33543,0
3297,32086,0
3298,16802,0
3302,08090,0
3304,92503,2
3305,47303,0
3307,02852,0
3309,94303,2
3311,80503,2
3315,07646,0
3317,75052,1
3318,19444,0
3319,46055,0
3321,02766,0
3322,19938,0
3323,95661,2
3325,08016,0
3327,32073,0
3328,19803,0
3329,27610,0
3330,26506,0
3335,36830,0
3336,48212,0
3339,94545,2
3341,77048,1
3343,29432,0
3344,46226,0
3346,33056,0
3349,78577,1
3350,90031,2
3353,02093,0
3355,11545,0
3356,60070,1
3357,90017,2
3358,95206,2
3360,78701,1
3361,32207,0
3363,06033,0
3365,77429,1
3366,33917,0
3369,06109,0
3370,90061,2
3373,27509,0
3374,39145,0
3375,92672,2
3380,76092,1
3381,16652,0
3383,31793,0
3384,34235,0
3387,33177,0
3389,98119,2
3390,07011,0
3394,30122,0
3396,76033,1
3397,94019,2
3398,29650,0
3401,27265,0
3404,60639,1
3406,90043,2
3410,66221,1
3412,55428,1
3416,72212,1
3417,91040,2
3418,96818,2
3422,98199,2
3426,06480,0
3427,52403,1
3429,29036,0
3430,08734,0
3434,91320,2
3435,18302,0
3436,60181,1
3437,15725,0
3439,20781,0
3443,20002,0
3444,37203,0
3445,80302,2
3446,01605,0
3448,10457,0
3449,32822,0
3450,84104,2
3451,27704,0
3452,94582,2
3453,29118,0
3457,94805,2
3458,60203,1
3464,08536,0
3465,14086,0
3467,11735,0
3469,02330,0
3470,54495,1
3471,14080,0
3473,11703,0
3478,87199,2
3480,22802,0
3481,76904,1
3483,60640,1
3485,25405,0
3486,18954,0
3487,85741,2
3489,43571,0
3490,60475,1
3492,32578,0
3494,58078,1
3495,30045,0
3496,85225,2
3497,70392,1
3498,21014,0
3499,27408,0
3500,02920,0
3504,34668,0
3505,48168,0
3506,98391,2
3508,26416,0
3509,20170,0
3512,48823,0
3514,70460,1
3516,85706,2
3517,91436,2
3518,96826,2
3519,77381,1
3520,80202,2
3521,91020,2
3524,78665,1
3526,57110,1
3528,75231,1
3529,94503,2
3530,80110,2
3531,11102,0
3538,07936,0
3542,06029,0
3549,07624,0
3552,11716,0
3553,90210,2
3554,33617,0
3555,78575,1
3557,27455,0
3558,33176,0
3559,98424,2
3560,33324,0
3564,97227,2
3572,37771,0
3573,78741,1
3574,55044,1
3576,14303,0
3577,98404,2
3581,08086,0
3582,79912,1
3585,60622,1
3586,75244,1
3587,07604,0
3591,41093,0
3593,40513,0
3595,66062,1
3598,33076,0
3599,33620,0
3604,98110,2
3605,10455,0
3606,22206,0
3609,92661,2
3611,75253,1
3615,32780,0
3616,92311,2
3617,10007,0
3618,07028,0
3619,22843,0
3622,89002,2
3623,53213,1
3624,19121,0
3626,33308,0
3627,75220,1
3628,43420,0
3629,55424,1
3631,79413,1
3635,18411,0
3637,48116,0
3638,35768,0
3639,90015,2
3646,90212,2
3653,10304,0
3654,89101,2
3660,46208,0
3666,77086,1
3668,94129,2
3669,49104,0
3671,33169,0
3675,43211,0
3679,17815,0
3682,01950,0
3683,33133,0
3684,33146,0
3685,19087,0
3688,43229,0
3691,92211,2
3692,16803,0
3694,44023,0
3698,62563,1
3706,10573,0
3708,02668,0
3713,77065,1
3716,02478,0
3717,75067,1
3718,20737,0
3723,33172,0
3726,75021,1
3729,52402,1
3730,98226,2
3731,96746,2
3732,32548,0
3737,44720,0
3739,76012,1
3740,77089,1
3745,31833,0
3746,30189,0
3747,27896,0
3748,07054,0
3752,77304,1
3754,90220,2
3755,94041,2
3757,60660,1
3759,78705,1
3760,06614,0
3766,85028,2
3769,48642,0
3770,90065,2
3771,10463,0
3772,19609,0
3773,04240,0
3774,95117,2
3776,20852,0
3778,20166,0
3781,04096,0
3782,55124,1
3783,06468,0
3785,61944,1
3786,08530,0
3789,19050,0
3790,60714,1
3792,32117,0
3794,32804,0
3795,77083,1
3796,89108,2
3797,02895,0
3798,30022,0
3799,19123,0
3800,27858,0
3801,20110,0
3803,10018,0
3805,95354,2
3807,66762,1
3811,98847,2
3813,44106,0
3817,91766,2
3819,70118,1
3820,76048,1
3824,33463,0
3826,77070,1
3829,48307,0
3830,32433,0
3831,15062,0
3832,28803,0
3833,03079,0
3834,78504,1
3835,60060,1
3836,11740,0
3839,44718,0
3840,70806,1
3842,29644,0
3845,95747,2
3846,33559,0
3850,10282,0
3851,78744,1
3852,90040,2
3859,75134,1
3860,08873,0
3861,19362,0
3863,55109,1
3865,97236,2
3867,94501,2
3869,02061,0
3871,19320,0
3872,48708,0
3875,64064,1
3876,27703,0
3879,48083,0
3880,32507,0
3882,60503,1
3883,33069,0
3884,40390,0
3886,97213,2
3888,99504,2
3891,95118,2
3892,10475,0
3893,77081,1
3894,53221,1
3895,16159,0
3897,34982,0
3898,33157,0
3900,97005,2
3901,97224,2
3905,33598,0
3908,64153,1
3913,46617,0
3916,10987,0
3917,92705,2
3919,75098,1
3920,94304,2
3921,94619,2
3922,48104,0
3923,19565,0
3924,97317,2
3929,27707,0
3931,95050,2
3936,11413,0
3937,07060,0
3939,92139,2
3942,48111,0
3944,84123,2
3945,22042,0
3946,30329,0
3947,29732,0
3948,92707,2
3951,95064,2
3954,20905,0
3955,70128,1
3957,87740,2
3960,83616,2
3961,29801,0
3962,44130,0
3963,79908,1
3964,72701,1
3965,92337,2
3967,60543,1
3969,77523,1
3972,90003,2
3974,79424,1
3975,21206,0
3976,82009,2
3978,92508,2
3979,44109,0
3983,11757,0
3984,37660,0
3985,98204,2
3987,91306,2
3991,92105,2
3992,19711,0
3993,95139,2
3994,92058,2
3995,53705,1
3996,05778,0
3997,38017,0
3999,30303,0
4002,30004,0
4003,23230,0
4004,92831,2
4006,75044,1
4007,92708,2
4008,02120,0
4009,21207,0
4010,21237,0
4020,98109,2
4023,68443,1
4026,60611,1
4028,11109,0
4029,43230,0
4030,32514,0
4031,33009,0
4042,97068,2
4044,85212,2
4048,91737,2
4049,85255,2
4050,72223,1
4052,30017,0
4054,98422,2
4055,98682,2
4056,92860,2
4057,92802,2
4059,10710,0
4060,77389,1
4061,08036,0
4062,07086,0
4063,30135,0
4065,60102,1
4071,80002,2
4072,38112,0
4073,41034,0
4075,73072,1
4087,43035,0
4088,78748,1
4091,97302,2
4094,43085,0
4095,60463,1
4096,92029,2
4100,48070,0
4101,02905,0
4104,68132,1
4106,33547,0
4107,15202,0
4108,20774,0
4110,91405,2
4111,20019,0
4113,85041,2
4117,07712,0
4118,29720,0
4121,92868,2
4124,77396,1
4127,44107,0
4128,52245,1
4130,37160,0
4133,60137,1
4135,75039,1
4139,49017,0
4140,29708,0
4145,91387,2
4148,38305,0
4152,48076,0
4155,33983,0
4158,20877,0
4160,29033,0
4163,94521,2
4164,33311,0
4167,10028,0
4170,01864,0
4173,02861,0
4174,11561,0
4178,74011,1
4181,95125,2
4183,83647,2
4184,92251,2
4185,68317,1
4189,07107,0
4190,44312,0
4193,30349,0
4199,92316,2
4203,29325,0
4210,74075,1
4211,66073,1
4216,02726,0
4219,21043,0
4220,92585,2
4221,07064,0
4222,94621,2
4223,66212,1
4225,70005,1
4227,66046,1
4228,10533,0
4233,22193,0
4234,08022,0
4236,33130,0
4238,92649,2
4242,94544,2
4244,95822,2
4245,76054,1
4246,19154,0
4248,07078,0
4251,97333,2
4252,07607,0
4257,95334,2
4262,10950,0
4264,98405,2
4267,85248,2
4270,53058,1
4277,72501,1
4281,94565,2
4283,22315,0
4285,32779,0
4286,91105,2
4288,29485,0
4289,02324,0
4290,79922,1
4293,55379,1
4294,11435,0
4300,75088,1
4301,22031,0
4305,94534,2
4306,28209,0
4308,55129,1
4310,89142,2
4314,61704,1
4315,76244,1
4319,11378,0
4321,85032,2
4323,60124,1
4324,99645,2
4328,91307,2
4329,91601,2
4330,27539,0
4331,91767,2
4332,76126,1
4334,48213,0
4335,93550,2
4336,19132,0
4338,90275,2
4341,10040,0
4342,33433,0
4343,07106,0
4344,48144,0
4350,73135,1
4351,28078,0
4353,34288,0
4356,71923,1
4357,07731,0
4358,07480,0
4359,33327,0
4360,78520,1
4369,06471,0
4371,33484,0
4372,19144,0
4373,07508,0
4376,20747,0
4377,08110,0
4378,43081,0
4379,45406,0
4380,72116,1
4381,02171,0
4382,46239,0
4383,77591,1
4384,53211,1
4386,33611,0
4389,95620,2
4390,92335,2
4393,60654,1
4394,91340,2
4395,75165,1
4396,31401,0
4397,60445,1
4398,70563,1
4399,07621,0
4400,20636,0
4402,72916,1
4406,37174,0
4407,35242,0
4408,20707,0
4412,29707,0
4414,29501,0
4415,97389,2
4417,22643,0
4418,49006,0
4419,27401,0
4423,93648,2
4425,92869,2
4427,95307,2
4429,04105,0
4431,01108,0
4432,11563,0
4433,72753,1
4435,29403,0
4442,72173,1
4446,10065,0
4449,34442,0
4451,15210,0
4452,80246,2
4454,95828,2
4455,30549,0
4457,85206,2
4458,75218,1
4459,54650,1
4461,32771,0
4465,95655,2
4466,34231,0
4467,28465,0
4468,48094,0
4472,32301,0
4474,20037,0
4481,96792,2
4484,06405,0
4488,94526,2
4489,93444,2
4492,78041,1
4495,46250,0
4497,33486,0
4504,60084,1
4506,55305,1
4508,72202,1
4510,07310,0
4514,46203,0
4515,48335,0
4516,95817,2
4517,10983,0
4525,20743,0
4526,90011,2
4530,48334,0
4531,96734,2
4536,20020,0
4540,81620,2
4541,46235,0
4543,80229,2
4546,80015,2
4547,22153,0
4550,35401,0
4554,95825,2
4562,90602,2
4563,61201,1
4568,07022,0
4571,11704,0
4575,58503,1
4576,10566,0
4577,48105,0
4578,86404,2
4585,90001,2
4586,60614,1
4587,91740,2
4588,98321,2
4591,32723,0
4594,85326,2
4596,05753,0
4597,78201,1
4598,67701,1
4599,47250,0
4601,33905,0
4603,28105,0
4604,85308,2
4606,95350,2
4607,49684,0
4608,32304,0
4611,85395,2
4613,43227,0
4615,27612,0
4619,85643,2
4622,20176,0
4624,77551,1
4626,84045,2
4629,48073,0
4631,48026,0
4632,78260,1
4634,78573,1
4635,77035,1
4636,81611,2
4638,63010,1
4639,02124,0
4640,85254,2
4643,93551,2
4648,90706,2
4649,92867,2
4651,15668,0
4652,60526,1
4653,41230,0
4655,60090,1
4657,85303,2
4658,71203,1
4662,28528,0
4664,14616,0
4665,45634,0
4667,05363,0
4668,37916,0
4674,55316,1
4676,53719,1
4680,93907,2
4685,67042,1
4686,98042,2
4688,11598,0
4689,94509,2
4690,80022,2
4692,01104,0
4694,49014,0
4696,02871,0
4699,84120,2
4700,20112,0
4701,89121,2
4702,01810,0
4703,09508,0
4706,14127,0
4707,18940,0
4710,37235,0
4711,01880,0
4712,37343,0
4713,77056,1
4714,98295,2
4715,60093,1
4716,77301,1
4718,78589,1
4723,11429,0
4726,97239,2
4728,06516,0
4729,49423,0
4730,43082,0
4732,35951,0
4733,50313,1
4735,73013,1
4736,29306,0
4739,60145,1
4740,60022,1
4741,89074,2
4742,85042,2
4745,98006,2
4746,62684,1
4747,61840,1
4749,20879,0
4752,77521,1
4753,23464,0
4754,77406,1
4755,93013,2
4756,35806,0
4758,32746,0
4760,92252,2
4763,02067,0
4765,39272,0
4767,33544,0
4768,48375,0
4770,29072,0
4771,72227,1
4772,84111,2
4773,79045,1
4775,15204,0
4777,95618,2
4782,74401,1
4783,94108,2
4785,48363,0
4787,76087,1
4789,87731,2
4790,65201,1
4791,32254,0
4792,11418,0
4793,22150,0
4795,11361,0
4796,76901,1
4798,30312,0
4800,28203,0
4806,30460,0
4808,21817,0
4809,20124,0
4812,07608,0
4813,71118,1
4817,82901,2
4820,64081,1
4822,30296,0
4824,30042,0
4825,92505,2
4826,10916,0
4829,60106,1
4830,32757,0
4833,98360,2
4835,38125,0
4837,78014,1
4838,77059,1
4839,97304,2
4841,63851,1
4842,55328,1
4843,13421,0
4846,85742,2
4849,95521,2
4851,08861,0
4852,78731,1
4854,12965,0
4857,85373,2
4858,11430,0
4861,92595,2
4862,66002,1
4868,92626,2
4872,19014,0
4874,74063,1
4876,30331,0
4879,90680,2
4880,98051,2
4886,53225,1
4888,77493,1
4889,90723,2
4890,32312,0
4898,76034,1
4899,18931,0
4901,80310,2
4903,91730,2
4904,91304,2
4905,33186,0
4908,32814,0
4912,43724,0
4918,32829,0
4919,45431,0
4920,93001,2
4922,35404,0
4925,66047,1
4931,08046,0
4932,14760,0
4935,68756,1
4936,14617,0
4939,33064,0
4940,90016,2
4941,60606,1
4946,90012,2
4947,94920,2
4948,44202,0
4949,02184,0
4950,98112,2
4952,93306,2
4957,23936,0
4959,43023,0
4961,21108,0
4966,11792,0
4967,58103,1
4969,30016,0
4978,99508,2
4980,97080,2
4984,93107,2
4985,64118,1
4986,33314,0
4988,53206,1
4989,70586,1
4997,46342,0
5002,30067,0
5008,95492,2
5010,10801,0
5011,98118,2
5013,10520,0
5016,76643,1
5018,07924,0
5020,02347,0
5023,42104,0
5025,07928,0
5027,33138,0
5028,12010,0
5029,55901,1
5030,33141,0
5031,23322,0
5033,29301,0
5034,23518,0
5035,75644,1
5036,32503,0
5037,46184,0
5038,27701,0
5039,06016,0
5041,21704,0
5042,50025,1
5043,07307,0
5045,38666,0
5046,99159,2
5050,07522,0
5052,19047,0
5056,63017,1
5058,74133,1
5059,97030,2
5060,22902,0
5063,93619,2
5064,08884,0
5071,71112,1
5073,08755,0
5078,12586,0
5079,37215,0
5081,20740,0
5083,33312,0
5085,18977,0
5086,55987,1
5088,07066,0
5091,07102,0
5093,97035,2
5095,89139,2
5098,13346,0
5100,71055,1
5101,29617,0
5102,64012,1
5103,95816,2
5106,04106,0
5108,74137,1
5110,85387,2
5113,33309,0
5116,32937,0
5125,98027,2
5128,95819,2
5129,37324,0
5134,49315,0
5136,28546,0
5137,31064,0
5139,91377,2
5142,96825,2
5145,84057,2
5146,47406,0
5147,19348,0
5149,34243,0
5150,34202,0
5153,02186,0
5155,92020,2
5158,14802,0
5159,92407,2
5164,68102,1
5165,45069,0
5167,64127,1
5172,53228,1
5173,46815,0
5174,23238,0
5177,92346,2
5180,92092,2
5183,11590,0
5189,91214,2
5191,19085,0
5195,89156,2
5197,15027,0
5200,29455,0
5202,90248,2
5205,10451,0
5209,91303,2
5210,33150,0
5216,95111,2
5221,97305,2
5225,30306,0
5228,11963,0
5234,15857,0
5236,85350,2
5237,78108,1
5246,95691,2
5256,91765,2
5265,70127,1
5268,77355,1
5269,30040,0
5270,90803,2
5272,64015,1
5276,91360,2
5277,21234,0
5280,90041,2
5283,21076,0
5287,93041,2
5289,54304,1
5290,05001,0
5291,97306,2
5292,92376,2
5293,44112,0
5294,14226,0
5295,07869,0
5296,28262,0
5298,02467,0
5304,40241,0
5305,94550,2
5309,44077,0
5310,33183,0
5311,37828,0
5313,48202,0
5314,90712,2
5315,75048,1
5318,60064,1
5327,32904,0
5330,29464,0
5331,20010,0
5332,48306,0
5333,98125,2
5334,06043,0
5335,03840,0
5338,83704,2
5340,77064,1
5342,92694,2
5343,95407,2
5344,59904,1
5346,89406,2
5347,77014,1
5350,23231,0
5352,37013,0
5358,55103,1
5359,01527,0
5362,30115,0
5363,36572,0
5364,53913,1
5366,38141,0
5373,55364,1
5377,75951,1
5382,92675,2
5383,85251,2
5385,22213,0
5387,77316,1
5388,06810,0
5389,59106,1
5393,76134,1
5396,55812,1
5398,76182,1
5404,22553,0
5405,73456,1
5407,90058,2
5413,06851,0
5417,29615,0
5420,89031,2
5422,46069,0
5423,07204,0
5424,93901,2
5425,33315,0
5426,94580,2
5427,19726,0
5428,77651,1
5429,98059,2
5432,98281,2
5433,14747,0
5435,29841,0
5436,55422,1
5437,85301,2
5438,19966,0
5439,20639,0
5444,50309,1
5445,43950,0
5457,01867,0
5459,07755,0
5461,46240,0
5462,17963,0
5464,34637,0
5465,78669,1
5466,49506,0
5468,71280,1
5469,06333,0
5470,23061,0
5473,16743,0
5479,33991,0
5480,30339,0
5481,47111,0
5485,47401,0
5486,55301,1
5487,28409,0
5488,79014,1
5490,94597,2
5491,95677,2
5494,77063,1
5496,07047,0
5497,93111,2
5498,84015,2
5500,97031,2
5504,78257,1
5505,04444,0
5506,36081,0
5509,78664,1
5513,27510,0
5516,20164,0
5517,99202,2
5518,28466,0
5519,27214,0
5521,53208,1
5525,52101,1
5526,01923,0
5527,74820,1
5532,40208,0
5536,06510,0
5542,91316,2
5554,29630,0
5556,94022,2
5557,87042,2
5561,94531,2
5563,07762,0
5566,20705,0
5567,08852,0
5568,83607,2
5570,84010,2
5572,49046,0
5579,06716,0
5582,98043,2
5586,85258,2
5588,10034,0
5589,21114,0
5591,14534,0
5592,19124,0
5596,37312,0
5597,95503,2
5599,14225,0
5601,20194,0
5602,20748,0
5603,33195,0
5604,84062,2
5611,77581,1
5613,30269,0
5615,80218,2
5616,13440,0
5617,33417,0
5618,35223,0
5619,55372,1
5622,92154,2
5629,98661,2
5631,47404,0
5633,19020,0
5636,93561,2
5638,28806,0
5642,31404,0
5645,32311,0
5647,06451,0
5649,06615,0
5650,80863,2
5653,50131,1
5655,20659,0
5656,46227,0
5659,93546,2
5660,91202,2
5662,98359,2
5664,85213,2
5665,95827,2
5666,64154,1
5670,94588,2
5671,84770,2
5676,48236,0
5679,53919,1
5681,29322,0
5685,11579,0
5686,77069,1
5688,32110,0
5689,38654,0
5690,73034,1
5692,08091,0
5694,71457,1
5699,21701,0
5705,91505,2
5711,91602,2
5712,32601,0
5714,89183,2
5715,86001,2
5716,84088,2
5717,85031,2
5718,78729,1
5719,80701,2
5720,84020,2
5722,70656,1
5724,20901,0
5727,98312,2
5730,97062,2
5733,93727,2
5735,91350,2
5739,61080,1
5740,72956,1
5742,44122,0
5745,32080,0
5746,59275,1
5748,30161,0
5750,52002,1
5751,19131,0
5752,70087,1
5756,96755,2
5757,17543,0
5758,95404,2
5762,29609,0
5763,21133,0
5764,78418,1
5769,08080,0
5772,90032,2
5773,11364,0
5776,36849,0
5778,06226,0
5779,80534,2
5781,76053,1
5782,94606,2
5784,49460,0
5786,53202,1
5787,27804,0
5790,02048,0
5793,05088,0
5794,38103,0
5796,11553,0
5797,30092,0
5799,21740,0
5805,93720,2
5807,92691,2
5808,06831,0
5809,91205,2
5810,92019,2
5811,72704,1
5816,94070,2
5820,08701,0
5822,31313,0
5823,48065,0
5828,77088,1
5829,63131,1
5831,01571,0
5832,70002,1
5833,34609,0
5835,75043,1
5836,74135,1
5837,27030,0
5847,28115,0
5849,33128,0
5850,20120,0
5851,01463,0
5854,28217,0
5857,60456,1
5859,07603,0
5861,33020,0
5862,02215,0
5865,76708,1
5867,10965,0
5872,48324,0
5878,91722,2
5880,33428,0
5884,77550,1
5890,20745,0
5894,85080,2
5895,37075,0
5897,22824,0
5898,63135,1
5899,33473,0
5901,97252,2
5905,50323,1
5909,06260,0
5910,45402,0
5914,68937,1
5917,18218,0
5918,99507,2
5920,02138,0
5921,44646,0
5923,27260,0
5924,27101,0
5931,77024,1
5934,78557,1
5935,92629,2
5936,07840,0
5937,44502,0
5939,22601,0
5944,74105,1
5951,40071,0
5953,46561,0
5955,96797,2
5957,98908,2
5964,93710,2
5965,02382,0
5967,10580,0
5971,79606,1
5973,06248,0
5974,63034,1
5975,32127,0
5980,01501,0
5987,15235,0
5988,19406,0
5992,07885,0
5993,60632,1
6000,07606,0
6005,28303,0
6007,33012,0
6012,91978,2
6013,95843,2
6014,91773,2
6015,32092,0
6016,33701,0
6018,33472,0
6019,73120,1
6021,49505,0
6022,43004,0
6026,02026,0
6027,45219,0
6028,90004,2
6029,28457,0
6032,50325,1
6038,80303,2
6040,47660,0
6043,17055,0
6047,46163,0
6048,75126,1
6049,80923,2
6054,87401,2
6057,24018,0
6058,59301,1
6062,05679,0
6066,84647,2
6068,95472,2
6073,84627,2
6075,94618,2
6076,61820,1
6082,60067,1
6083,98065,2
6084,97504,2
6085,63801,1
6086,37207,0
6088,30152,0
6091,92111,2
6095,92308,2
6096,95358,2
6097,21601,0
6098,60430,1
6101,98108,2
6102,19103,0
6103,30033,0
6104,32505,0
6107,33909,0
6110,89141,2
6111,07932,0
6113,32405,0
6116,08003,0
6124,89503,2
6127,07094,0
6129,18951,0
6132,33432,0
6138,77583,1
6146,11363,0
6150,32607,0
6153,89119,2
6159,65401,1
6161,41071,0
6163,10589,0
6167,91701,2
6172,30317,0
6175,60490,1
6177,80138,2
6178,33430,0
6181,33140,0
6183,33624,0
6186,33948,0
6189,60453,1
6196,78212,1
6203,66502,1
6206,92173,2
6208,53205,1
6212,77379,1
6215,75114,1
6219,93033,2
6220,92504,2
6222,30214,0
6225,29379,0
6227,30297,0
6237,70115,1
6243,92056,2
6246,91367,2
6247,33185,0
6248,36265,0
6249,67202,1
6250,72031,1
6251,78251,1
6253,64080,1
6257,02045,0
6259,70360,1
6262,37209,0
6263,46204,0
6265,50322,1
6268,62298,1
6269,33476,0
6271,60805,1
6272,30041,0
6273,38024,0
6275,33755,0
6279,90026,2
6281,01720,0
6287,55605,1
6288,37354,0
6291,08837,0
6292,17201,0
6293,93030,2
6294,02886,0
6295,32766,0
6297,32504,0
